fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,type
6.4,0.23,0.35,4.6,39,43.0,147.0,99.216,3.18,0.4,white
6.7,0.13,0.45,4.2,43,52.0,131.0,99.162,03.06,0.54,white
6.7,0.24,0.37,11.3,43,64.0,173.0,99.632,03.08,0.53,white
7.1,0.26,0.37,5.5,25,31.0,105.0,99.082,03.06,0.33,white
5.3,0.3,0.16,4.2,29,37.0,100.0,9.905,3.3,0.36,white
7.1,0.38,0.4,2.2,42,54.0,201.0,99.177,03.03,0.5,white
7.4,0.19,0.31,14.5,45,39.0,193.0,9.986,3.1,0.5,white
7.4,0.19,0.31,14.5,45,39.0,193.0,9.986,3.1,0.5,white
7.4,0.19,0.31,14.5,45,39.0,193.0,9.986,3.1,0.5,white
7.4,0.19,0.31,14.5,45,39.0,193.0,9.986,3.1,0.5,white
7.4,0.19,0.31,14.5,45,39.0,193.0,9.986,3.1,0.5,white
7.4,0.19,0.31,14.5,45,39.0,193.0,9.986,3.1,0.5,white
6.3,0.32,0.32,1.5,0.03,24.0,101.0,98.923,3.21,0.42,white
7.6,0.19,0.32,18.75,47,32.0,193.0,100.014,3.1,0.5,white
6.5,0.26,0.31,3.6,0.03,36.0,92.0,99.026,3.22,0.62,white
5.9,0.24,0.12,1.4,35,60.0,247.0,99.358,3.34,0.44,white
4.2,215,0.23,5.1,41,64.0,157.0,99.688,3.42,0.44,white
8.1,0.24,0.32,10.5,0.03,34.0,105.0,99.407,3.11,0.42,white
5.8,0.23,0.2,2.0,43,39.0,154.0,99.226,3.21,0.39,white
7.5,0.33,0.36,2.6,51,26.0,126.0,99.097,3.32,0.53,white
6.6,0.38,0.36,9.2,61,42.0,214.0,9.976,3.31,0.56,white
6.4,0.15,0.29,1.8,44,21.0,115.0,99.166,3.1,0.38,white
6.5,0.32,0.34,5.7,44,27.0,91.0,99.184,3.28,0.6,white
7.5,0.22,0.32,2.4,45,29.0,100.0,99.135,03.08,0.6,white
6.4,0.23,0.32,1.9,38,40.0,118.0,99.074,3.32,0.53,white
6.1,0.22,0.31,1.4,39,40.0,129.0,99.193,3.45,0.59,white
6.5,0.48,0.02,0.9,43,32.0,99.0,99.226,3.14,0.47,white
6.6,0.23,0.3,4.6,0.06,29.0,154.0,99.142,3.23,0.49,white
6.4,0.16,0.25,1.4,57,21.0,125.0,99.091,3.23,0.44,white
6.6,0.38,0.36,9.2,61,42.0,214.0,9.976,3.31,0.56,white
7.4,0.16,0.32,1.4,65,23.0,140.0,99.134,03.06,0.47,white
6.4,0.15,0.29,1.8,44,21.0,115.0,99.166,3.1,0.38,white
6.5,0.32,0.3,2.3,51,20.0,127.0,98.964,3.13,0.52,white
6.7,0.12,0.36,2.3,39,43.0,125.0,99.229,03.07,0.67,white
6.6,0.2,0.14,4.4,184,35.0,168.0,99.396,2.93,0.45,white
8.0,0.34,0.25,6.4,35,38.0,103.0,99.148,2.91,0.23,white
6.8,0.21,0.31,2.9,46,40.0,121.0,9.913,03.07,0.65,white
6.8,0.23,0.31,2.8,47,40.0,122.0,99.126,03.06,0.64,white
6.8,0.21,0.31,2.9,46,40.0,121.0,9.913,03.07,0.65,white
6.6,0.2,0.14,4.4,184,35.0,168.0,99.396,2.93,0.45,white
6.6,0.28,0.42,8.2,44,60.0,196.0,99.562,3.14,0.48,white
7.8,0.25,0.37,1.0,43,10.0,80.0,99.128,03.08,0.38,white
5.6,0.12,0.33,2.9,44,21.0,73.0,98.896,3.17,0.32,white
6.6,0.28,0.41,7.0,46,59.0,194.0,99.558,3.14,0.48,white
6.8,0.17,0.35,1.8,0.04,29.0,84.0,98.961,2.91,0.57,white
7.3,0.25,0.28,1.5,43,19.0,113.0,99.338,3.38,0.56,white
6.6,0.28,0.41,7.0,46,59.0,194.0,99.558,3.14,0.48,white
6.6,0.28,0.42,8.2,44,60.0,196.0,99.562,3.14,0.48,white
6.5,0.25,0.5,7.6,47,54.0,184.0,99.572,3.17,0.45,white
6.3,0.24,0.35,2.3,39,43.0,109.0,99.056,3.34,0.44,white
6.8,0.32,0.32,8.7,29,31.0,105.0,99.146,3.0,0.34,white
7.8,0.25,0.37,1.0,43,10.0,80.0,99.128,03.08,0.38,white
5.6,0.12,0.33,2.9,44,21.0,73.0,98.896,3.17,0.32,white
6.6,0.24,0.28,6.7,32,26.0,91.0,99.172,3.13,0.32,white
6.3,0.22,0.34,5.0,32,36.0,93.0,99.012,3.27,0.36,white
6.0,0.32,0.3,1.9,33,41.0,142.0,98.912,3.29,0.42,white
6.3,0.19,0.29,2.0,22,33.0,96.0,98.902,03.04,0.54,white
6.0,0.32,0.3,1.9,33,41.0,142.0,98.912,3.29,0.42,white
9.4,0.24,0.29,8.5,37,124.0,208.0,99.395,2.9,0.38,white
6.4,0.35,0.28,12.6,39,19.0,124.0,99.539,3.2,0.43,white
6.7,0.46,0.27,5.2,39,35.0,96.0,99.129,3.16,0.44,white
6.3,0.3,0.29,2.1,48,33.0,142.0,98.956,3.22,0.46,white
6.0,0.19,0.29,1.1,47,67.0,152.0,9.916,3.54,0.59,white
5.9,0.24,0.28,1.3,32,36.0,95.0,98.889,03.08,0.64,white
7.3,145,0.33,1.1,42,14.0,64.0,99.012,3.1,0.37,white
6.6,435,0.38,9.2,58,66.0,243.0,99.833,3.23,0.54,white
5.8,0.18,0.37,1.2,36,19.0,74.0,98.853,03.09,0.49,white
5.8,0.18,0.37,1.1,36,31.0,96.0,98.942,3.16,0.48,white
5.6,0.32,0.32,8.3,43,32.0,105.0,99.266,3.24,0.47,white
6.6,0.16,0.35,1.8,42,26.0,105.0,98.962,3.19,0.75,white
5.1,0.21,0.28,1.4,47,48.0,148.0,99.168,3.5,0.49,white
7.5,0.29,0.36,15.7,0.05,29.0,124.0,9.968,03.06,0.54,white
6.0,0.26,0.33,4.35,0.04,15.0,80.0,98.934,3.29,0.5,white
5.7,0.26,0.3,1.8,39,30.0,105.0,98.995,3.48,0.52,white
7.1,0.17,0.31,1.6,37,15.0,103.0,991,3.14,0.5,white
6.9,0.17,0.3,2.0,47,13.0,117.0,99.152,3.16,0.51,white
6.8,0.25,0.28,5.0,35,42.0,126.0,99.048,3.12,0.38,white
6.6,0.17,0.28,1.8,42,62.0,178.0,99.204,3.15,0.42,white
5.8,0.17,0.36,1.3,36,11.0,70.0,99.202,3.43,0.68,white
6.4,0.24,0.29,1.0,38,18.0,122.0,9.906,3.3,0.42,white
6.7,0.21,0.34,1.4,49,36.0,112.0,99.091,03.02,0.5,white
6.7,0.23,0.33,8.1,48,45.0,176.0,99.472,3.11,0.52,white
6.8,0.23,0.32,8.6,46,47.0,159.0,99.452,03.08,0.52,white
6.5,0.22,0.28,3.7,59,29.0,151.0,99.177,3.23,0.41,white
5.1,165,0.22,5.7,47,42.0,146.0,9.934,3.18,0.55,white
6.6,425,0.25,2.35,34,23.0,87.0,99.082,03.05,0.41,white
6.9,0.38,0.29,13.65,48,52.0,189.0,99.784,3.0,0.6,white
6.9,0.38,0.29,13.65,48,52.0,189.0,99.784,3.0,0.6,white
6.9,0.38,0.29,13.65,48,52.0,189.0,99.784,3.0,0.6,white
7.2,0.27,0.28,15.2,46,6.0,41.0,99.665,3.17,0.39,white
7.6,0.17,0.27,4.6,0.05,23.0,98.0,99.422,03.08,0.47,white
6.2,0.3,0.31,1.2,48,19.0,125.0,98.999,3.32,0.54,white
7.6,0.17,0.27,4.6,0.05,23.0,98.0,99.422,03.08,0.47,white
6.5,0.26,0.32,6.65,59,34.0,104.0,99.254,3.18,0.42,white
6.9,0.36,0.28,13.55,48,51.0,189.0,99.782,3.0,0.6,white
6.9,0.38,0.29,13.65,48,52.0,189.0,99.784,3.0,0.6,white
6.8,0.18,0.24,9.8,58,64.0,188.0,9.952,3.13,0.51,white
6.7,0.18,0.24,10.3,57,64.0,185.0,99.519,3.12,0.5,white
6.6,0.16,0.21,6.7,55,43.0,157.0,99.384,3.15,0.52,white
7.2,0.27,0.28,15.2,46,6.0,41.0,99.665,3.17,0.39,white
6.4,0.17,0.27,9.9,47,26.0,101.0,99.596,3.34,0.5,white
7.2,0.22,0.28,7.2,0.06,41.0,132.0,9.935,03.08,0.59,white
6.0,0.22,0.28,1.1,34,47.0,90.0,98.862,3.22,0.38,white
6.7,0.36,0.28,8.3,34,29.0,81.0,99.151,2.96,0.39,white
6.5,0.43,0.28,11.25,32,31.0,87.0,9.922,03.02,0.38,white
5.9,0.2,0.28,12.8,38,29.0,132.0,99.426,3.31,0.57,white
5.3,0.32,0.23,9.65,26,26.0,119.0,99.168,3.18,0.53,white
6.8,0.2,0.28,12.6,48,54.0,136.0,99.556,3.19,0.37,white
6.0,0.22,0.33,12.2,33,25.0,97.0,99.356,3.17,0.42,white
6.7,0.36,0.28,8.3,34,29.0,81.0,99.151,2.96,0.39,white
6.5,0.43,0.28,11.25,32,31.0,87.0,9.922,03.02,0.38,white
7.1,0.18,0.49,1.3,33,12.0,72.0,99.072,03.05,0.53,white
6.4,0.17,0.27,9.9,47,26.0,101.0,99.596,3.34,0.5,white
7.2,0.22,0.28,7.2,0.06,41.0,132.0,9.935,03.08,0.59,white
6.0,0.22,0.28,1.1,34,47.0,90.0,98.862,3.22,0.38,white
6.0,0.2,0.26,1.1,33,38.0,67.0,98.954,3.14,0.38,white
7.6,0.2,0.26,4.8,33,26.0,76.0,99.076,2.98,0.49,white
6.2,0.3,0.21,1.1,32,31.0,111.0,9.889,2.97,0.42,white
6.0,0.29,0.25,1.4,33,30.0,114.0,98.794,03.08,0.43,white
6.6,0.18,0.28,1.7,41,53.0,161.0,99.207,3.13,0.45,white
7.0,0.22,0.28,10.6,39,32.0,117.0,99.355,03.05,0.55,white
6.0,0.29,0.25,1.4,33,30.0,114.0,98.794,03.08,0.43,white
6.2,0.3,0.21,1.1,32,31.0,111.0,9.889,2.97,0.42,white
5.6,0.15,0.26,5.55,51,51.0,139.0,99.336,3.47,0.5,white
6.9,0.28,0.24,2.1,34,49.0,121.0,98.882,2.98,0.43,white
5.9,0.19,0.21,1.7,45,57.0,135.0,99.341,3.32,0.44,white
7.8,0.22,0.26,9.0,47,38.0,132.0,997,3.25,0.53,white
6.6,0.18,0.28,1.7,41,53.0,161.0,99.207,3.13,0.45,white
7.0,0.4,0.25,1.8,0.05,51.0,189.0,99.174,3.0,0.55,white
6.1,0.28,0.27,4.7,0.03,56.0,140.0,99.042,3.16,0.42,white
7.6,0.36,0.49,11.3,46,87.0,221.0,9.984,03.01,0.43,white
6.5,0.28,0.34,3.6,0.04,29.0,121.0,99.111,3.28,0.48,white
6.9,0.19,0.35,6.9,45,51.0,125.0,9.933,3.1,0.44,white
6.5,0.28,0.34,3.6,0.04,29.0,121.0,99.111,3.28,0.48,white
6.4,0.22,0.32,4.9,46,50.0,156.0,99.316,3.38,0.55,white
6.8,0.23,0.3,6.95,44,42.0,179.0,9.946,3.25,0.56,white
6.4,0.32,0.31,1.9,37,34.0,126.0,0.99,03.06,0.45,white
6.1,0.28,0.27,4.7,0.03,56.0,140.0,99.042,3.16,0.42,white
7.6,0.36,0.49,11.3,46,87.0,221.0,9.984,03.01,0.43,white
8.8,0.39,0.35,1.8,96,22.0,80.0,99.016,2.95,0.54,white
6.6,0.24,0.3,11.3,26,11.0,77.0,99.381,3.13,0.55,white
6.9,0.29,0.3,8.2,26,35.0,112.0,99.144,3.0,0.37,white
6.9,0.28,0.3,8.3,26,37.0,113.0,99.139,2.99,0.38,white
6.7,0.38,0.26,9.55,36,35.0,91.0,9.919,2.98,0.37,white
8.0,0.28,0.3,8.4,0.03,35.0,115.0,99.192,2.93,0.42,white
6.5,0.25,0.45,7.8,48,52.0,188.0,99.576,3.2,0.53,white
6.6,0.26,0.46,7.8,47,48.0,186.0,9.958,3.2,0.54,white
7.4,0.29,0.28,10.2,32,43.0,138.0,9.951,3.1,0.47,white
6.3,0.19,0.29,5.5,42,44.0,189.0,99.304,3.19,0.47,white
6.1,0.33,0.32,7.8,52,52.0,183.0,99.657,3.39,0.65,white
5.6,0.32,0.33,7.4,37,25.0,95.0,99.268,3.25,0.49,white
7.7,0.46,0.18,3.3,54,18.0,143.0,99.392,3.12,0.51,white
8.8,0.19,0.3,5.0,28,34.0,120.0,99.242,2.94,0.47,white
7.7,0.46,0.18,3.3,54,18.0,143.0,99.392,3.12,0.51,white
8.8,0.27,0.25,5.0,24,52.0,99.0,9.925,2.87,0.49,white
5.8,0.18,0.28,1.3,34,9.0,94.0,99.092,3.21,0.52,white
5.8,0.15,0.32,1.2,37,14.0,119.0,99.137,3.19,0.5,white
5.6,0.32,0.33,7.4,37,25.0,95.0,99.268,3.25,0.49,white
6.1,0.33,0.32,7.8,52,52.0,183.0,99.657,3.39,0.65,white
7.1,0.32,0.3,9.9,41,63.0,192.0,99.642,3.12,0.49,white
6.2,0.23,0.35,0.7,51,24.0,111.0,9.916,3.37,0.43,white
8.9,0.3,0.35,4.6,32,32.0,148.0,99.458,3.15,0.45,white
6.0,0.14,0.17,5.6,36,37.0,127.0,99.373,03.05,0.57,white
6.8,0.24,0.29,9.5,42,56.0,157.0,99.586,3.11,0.51,white
6.7,0.21,0.48,14.8,0.05,31.0,195.0,99.942,2.95,0.75,white
8.9,0.3,0.35,4.6,32,32.0,148.0,99.458,3.15,0.45,white
6.1,0.3,0.3,2.1,31,50.0,163.0,9.895,3.39,0.43,white
7.2,0.37,0.4,11.6,32,34.0,214.0,9.963,3.1,0.51,white
6.7,0.64,0.3,1.2,0.03,18.0,76.0,9.892,3.16,0.6,white
7.2,0.37,0.4,11.6,32,34.0,214.0,9.963,3.1,0.51,white
6.1,0.3,0.3,2.1,31,50.0,163.0,9.895,3.39,0.43,white
7.6,0.28,0.49,20.15,0.06,30.0,145.0,100.196,03.01,0.44,white
6.3,0.29,0.28,4.7,59,28.0,81.0,99.036,3.24,0.56,white
6.2,0.28,0.28,4.3,26,22.0,105.0,989,2.98,0.64,white
7.1,0.18,0.39,14.5,51,48.0,156.0,99.947,3.35,0.78,white
6.4,0.32,0.27,4.9,34,18.0,122.0,9.916,3.36,0.71,white
7.1,0.17,0.4,14.55,47,47.0,156.0,99.945,3.34,0.78,white
7.1,0.17,0.4,14.55,47,47.0,156.0,99.945,3.34,0.78,white
5.8,0.24,0.26,10.05,39,63.0,162.0,99.375,3.33,0.5,white
6.4,0.32,0.27,4.9,34,18.0,122.0,9.916,3.36,0.71,white
7.1,0.18,0.39,14.5,51,48.0,156.0,99.947,3.35,0.78,white
7.1,0.17,0.4,14.55,47,47.0,156.0,99.945,3.34,0.78,white
7.1,0.18,0.39,15.25,47,45.0,158.0,99.946,3.34,0.77,white
7.8,0.29,0.29,3.15,44,41.0,117.0,99.153,3.24,0.35,white
6.2,255,0.27,1.3,37,30.0,86.0,98.834,03.05,0.59,white
8.2,0.34,0.29,5.2,76,19.0,92.0,99.138,2.95,0.39,white
6.5,0.24,0.28,1.1,34,26.0,83.0,98.928,3.25,0.33,white
6.9,0.24,0.23,7.1,41,20.0,97.0,99.246,3.1,0.85,white
6.7,0.4,0.22,8.8,52,24.0,113.0,99.576,3.22,0.45,white
6.7,0.3,0.44,18.5,57,65.0,224.0,99.956,3.11,0.53,white
6.7,0.4,0.22,8.8,52,24.0,113.0,99.576,3.22,0.45,white
6.8,0.17,0.32,1.4,0.04,35.0,106.0,99.026,3.16,0.66,white
7.1,0.25,0.28,1.2,0.04,31.0,111.0,99.174,3.18,0.53,white
5.9,0.27,0.27,5.0,35,14.0,97.0,99.058,3.1,0.33,white
6.0,0.16,0.22,1.6,42,36.0,106.0,9.905,3.24,0.32,white
6.7,0.3,0.44,18.75,57,65.0,224.0,99.956,3.11,0.53,white
6.6,0.15,0.32,6.0,33,59.0,128.0,99.192,3.19,0.71,white
7.3,0.34,0.3,9.4,57,34.0,178.0,99.554,3.15,0.44,white
6.0,0.17,0.29,9.7,44,33.0,98.0,99.536,3.12,0.36,white
6.7,0.47,0.29,4.75,34,29.0,134.0,99.056,3.29,0.46,white
6.6,0.15,0.32,6.0,33,59.0,128.0,99.192,3.19,0.71,white
6.6,0.21,0.29,5.35,29,43.0,106.0,99.112,2.93,0.43,white
6.6,0.21,0.29,5.35,29,43.0,106.0,99.112,2.93,0.43,white
8.0,0.24,0.48,6.8,47,13.0,134.0,99.616,3.23,0.7,white
5.6,0.34,0.3,6.9,38,23.0,89.0,99.266,3.25,0.49,white
5.8,0.54,0.0,1.4,33,40.0,107.0,98.918,3.26,0.35,white
7.3,0.23,0.24,0.9,31,29.0,86.0,98.926,2.9,0.38,white
6.0,0.39,0.13,1.2,42,60.0,172.0,99.114,03.06,0.52,white
6.1,105,0.31,1.3,37,55.0,145.0,9.912,3.41,0.41,white
5.8,0.32,0.2,2.6,27,17.0,123.0,98.936,3.36,0.78,white
7.6,0.22,0.28,12.0,56,68.0,143.0,9.983,2.99,0.3,white
6.8,0.19,0.4,9.85,55,41.0,103.0,99.532,2.98,0.56,white
6.7,0.24,0.3,3.85,42,105.0,179.0,99.189,03.04,0.59,white
6.8,0.17,0.34,2.0,0.04,38.0,111.0,0.99,3.24,0.45,white
6.2,0.3,0.31,1.6,35,40.0,106.0,98.914,3.26,0.39,white
6.9,0.29,0.41,7.8,46,52.0,171.0,99.537,3.12,0.51,white
6.8,0.19,0.34,1.9,0.04,41.0,108.0,0.99,3.25,0.45,white
6.8,0.17,0.34,2.0,0.04,38.0,111.0,0.99,3.24,0.45,white
6.6,0.24,0.27,10.3,47,54.0,219.0,99.742,03.04,0.45,white
6.6,0.16,0.36,1.1,31,27.0,93.0,98.884,3.23,0.34,white
7.6,0.22,0.28,12.0,56,68.0,143.0,9.983,2.99,0.3,white
6.7,0.24,0.3,3.85,42,105.0,179.0,99.189,03.04,0.59,white
6.8,0.19,0.4,9.85,55,41.0,103.0,99.532,2.98,0.56,white
6.7,0.16,0.36,2.0,45,24.0,131.0,99.284,3.3,0.59,white
6.5,0.3,0.27,4.0,38,37.0,97.0,99.026,3.2,0.6,white
6.5,0.22,0.19,1.1,64,36.0,191.0,99.297,03.05,0.5,white
6.2,0.36,0.45,10.4,0.06,22.0,184.0,99.711,3.31,0.56,white
6.2,0.37,0.24,6.1,32,19.0,86.0,98.934,03.04,0.26,white
7.6,0.31,0.24,1.8,37,39.0,150.0,9.913,03.05,0.44,white
6.2,0.36,0.45,10.4,0.06,22.0,184.0,99.711,3.31,0.56,white
5.9,0.32,0.28,4.7,39,34.0,94.0,98.964,3.22,0.57,white
6.5,0.3,0.27,4.0,38,37.0,97.0,99.026,3.2,0.6,white
5.8,0.22,0.3,1.1,47,36.0,131.0,992,3.26,0.45,white
5.4,0.45,0.27,6.4,33,20.0,102.0,98.944,3.22,0.27,white
6.1,0.36,0.26,8.15,35,14.0,88.0,99.031,03.06,0.27,white
6.2,0.37,0.24,6.1,32,19.0,86.0,98.934,03.04,0.26,white
7.5,0.21,0.32,4.8,56,39.0,113.0,99.393,3.11,0.52,white
6.9,0.28,0.33,1.2,39,16.0,98.0,9.904,03.07,0.39,white
6.5,0.22,0.19,1.1,64,36.0,191.0,99.297,03.05,0.5,white
7.8,0.2,0.2,1.4,36,25.0,83.0,99.088,03.03,0.46,white
6.7,0.28,0.31,7.4,41,7.0,81.0,99.254,03.04,0.47,white
7.6,0.31,0.24,1.8,37,39.0,150.0,9.913,03.05,0.44,white
8.0,0.2,0.44,1.0,57,24.0,111.0,99.158,03.09,0.32,white
6.0,0.28,0.27,15.5,36,31.0,134.0,99.408,3.19,0.44,white
6.0,0.28,0.27,15.5,36,31.0,134.0,99.408,3.19,0.44,white
6.7,0.24,0.36,8.4,42,42.0,123.0,99.473,3.34,0.52,white
6.3,0.22,0.28,2.4,42,38.0,102.0,98.998,3.14,0.37,white
6.0,0.24,0.28,3.95,38,61.0,134.0,99.146,3.3,0.54,white
7.7,0.43,1.0,19.95,32,42.0,164.0,99.742,3.29,0.5,white
6.4,0.3,0.36,2.0,52,18.0,141.0,99.273,3.38,0.53,white
6.1,0.33,0.3,3.0,36,30.0,124.0,98.922,3.31,0.4,white
6.0,0.28,0.27,15.5,36,31.0,134.0,99.408,3.19,0.44,white
6.7,0.24,0.36,8.4,42,42.0,123.0,99.473,3.34,0.52,white
6.7,0.29,0.45,14.3,54,30.0,181.0,99.869,3.14,0.57,white
6.9,0.33,0.31,4.2,0.04,21.0,93.0,9.896,3.18,0.48,white
6.5,0.16,0.34,1.4,29,29.0,133.0,99.108,3.33,0.64,white
6.0,0.2,0.32,3.0,31,26.0,118.0,99.134,3.38,0.68,white
7.5,0.33,0.28,4.9,42,21.0,155.0,99.385,3.36,0.57,white
7.1,0.36,0.28,2.4,36,35.0,115.0,98.936,3.19,0.44,white
6.7,0.29,0.45,14.3,54,30.0,181.0,99.869,3.14,0.57,white
6.4,0.26,0.25,10.7,46,66.0,179.0,99.606,3.17,0.55,white
7.0,0.22,0.24,11.0,41,75.0,167.0,99.508,2.98,0.56,white
6.5,0.19,0.28,1.4,46,22.0,90.0,99.038,3.18,0.51,white
6.3,0.21,0.31,1.2,43,30.0,117.0,99.158,3.49,0.68,white
7.9,0.35,0.28,12.9,32,13.0,63.0,9.932,2.99,0.43,white
7.7,0.38,0.23,10.8,0.03,28.0,95.0,99.164,2.93,0.41,white
6.8,0.19,0.33,1.3,31,22.0,87.0,98.987,03.08,0.62,white
7.2,0.33,0.34,2.0,44,61.0,171.0,98.947,3.25,0.53,white
6.6,0.29,0.29,1.8,36,38.0,102.0,98.819,03.08,0.42,white
7.5,0.2,0.41,1.2,0.05,26.0,131.0,99.133,3.19,0.52,white
6.9,0.33,0.62,7.5,38,46.0,132.0,99.143,3.23,0.43,white
6.0,0.23,0.15,9.7,48,101.0,207.0,99.571,03.05,0.3,white
5.9,0.23,0.24,3.8,38,61.0,152.0,99.139,3.31,0.5,white
6.6,0.32,0.41,7.2,48,55.0,178.0,99.537,3.2,0.46,white
6.0,0.23,0.15,9.7,48,101.0,207.0,99.571,03.05,0.3,white
5.3,0.36,0.27,6.3,28,40.0,132.0,99.186,3.37,0.4,white
5.3,0.36,0.27,6.3,28,40.0,132.0,99.186,3.37,0.4,white
8.9,0.27,0.28,0.8,24,29.0,128.0,98.984,03.01,0.35,white
7.6,0.23,0.29,8.6,53,65.0,146.0,9.963,3.11,0.32,white
6.9,0.75,0.13,6.3,36,19.0,50.0,99.312,03.09,0.25,white
7.1,0.35,0.27,3.1,34,28.0,134.0,9.897,3.26,0.38,white
7.2,0.31,0.35,7.2,46,45.0,178.0,9.955,3.14,0.53,white
6.4,0.28,0.44,7.1,48,49.0,179.0,99.528,3.15,0.48,white
7.2,0.23,0.46,6.4,36,17.0,85.0,99.279,3.1,0.78,white
6.6,0.22,0.3,14.7,45,50.0,136.0,99.704,3.14,0.37,white
7.2,0.31,0.35,7.2,46,45.0,178.0,9.955,3.14,0.53,white
6.4,0.28,0.44,7.1,48,49.0,179.0,99.528,3.15,0.48,white
7.2,0.24,0.28,1.9,32,30.0,92.0,9.914,3.1,0.39,white
6.2,0.27,0.47,1.2,146,28.0,105.0,99.224,3.23,0.51,white
6.5,0.28,0.25,4.8,29,54.0,128.0,99.074,3.17,0.44,white
7.2,0.27,0.31,1.2,31,27.0,80.0,98.892,03.03,0.33,white
7.8,0.28,0.25,3.4,24,27.0,99.0,98.959,2.98,0.37,white
8.1,0.26,0.27,4.3,0.03,43.0,123.0,99.212,3.16,0.33,white
6.6,0.23,0.37,8.5,36,46.0,153.0,99.576,3.2,0.48,white
6.0,0.33,0.2,1.8,31,49.0,159.0,9.919,3.41,0.53,white
6.0,0.33,0.2,1.8,31,49.0,159.0,9.919,3.41,0.53,white
7.3,0.2,0.29,19.5,39,69.0,237.0,100.037,3.1,0.48,white
6.6,0.23,0.37,8.5,36,46.0,153.0,99.576,3.2,0.48,white
7.3,0.2,0.29,19.9,39,69.0,237.0,100.037,3.1,0.48,white
6.2,0.47,0.19,8.3,29,24.0,142.0,992,3.22,0.45,white
6.0,0.33,0.2,1.8,31,49.0,159.0,9.919,3.41,0.53,white
7.2,0.14,0.32,1.1,22,48.0,116.0,99.218,03.04,0.67,white
5.7,0.22,0.22,16.65,44,39.0,110.0,99.855,3.24,0.48,white
5.7,0.22,0.22,16.65,44,39.0,110.0,99.855,3.24,0.48,white
5.7,0.22,0.22,16.65,44,39.0,110.0,99.855,3.24,0.48,white
8.1,0.2,0.28,0.9,23,49.0,87.0,99.062,2.92,0.36,white
5.8,0.14,0.15,6.1,42,27.0,123.0,99.362,03.06,0.6,white
4.8,0.21,0.21,10.2,37,17.0,112.0,99.324,3.66,0.48,white
8.1,0.2,0.28,0.9,23,49.0,87.0,99.062,2.92,0.36,white
5.7,0.22,0.22,16.65,44,39.0,110.0,99.855,3.24,0.48,white
7.5,0.34,0.24,3.85,31,5.0,34.0,99.098,03.01,0.36,white
6.6,0.64,0.28,4.4,32,19.0,78.0,99.036,3.11,0.62,white
7.0,0.48,0.12,4.5,0.05,23.0,86.0,99.398,2.86,0.35,white
7.6,0.37,0.34,3.2,28,42.0,162.0,9.903,03.01,0.33,white
7.0,0.48,0.12,4.5,0.05,23.0,86.0,99.398,2.86,0.35,white
6.6,0.64,0.28,4.4,32,19.0,78.0,99.036,3.11,0.62,white
8.0,0.25,0.27,9.7,36,15.0,85.0,99.406,2.99,0.36,white
7.6,0.38,0.28,4.2,29,7.0,112.0,9.906,3.0,0.41,white
6.9,0.26,0.27,4.2,31,20.0,80.0,99.089,3.12,0.39,white
7.8,0.15,0.34,1.1,35,31.0,93.0,99.096,03.07,0.72,white
8.0,0.25,0.27,9.7,36,15.0,85.0,99.406,2.99,0.36,white
6.9,0.26,0.27,4.2,31,20.0,80.0,99.089,3.12,0.39,white
5.9,655,0.0,5.6,33,8.0,31.0,9.936,3.32,0.51,white
7.6,0.38,0.28,4.2,29,7.0,112.0,9.906,3.0,0.41,white
7.8,0.31,0.4,1.6,27,20.0,87.0,9.911,3.15,0.48,white
8.1,0.17,0.21,1.6,36,24.0,119.0,99.396,3.18,0.52,white
6.8,0.18,0.28,1.1,27,32.0,112.0,99.089,3.15,0.45,white
7.4,0.28,0.36,14.6,48,35.0,161.0,9.968,3.14,0.56,white
7.3,0.23,0.27,2.6,35,39.0,120.0,99.138,03.04,0.59,white
6.7,0.22,0.22,1.2,38,5.0,124.0,99.098,3.1,0.37,white
7.4,0.25,0.28,7.25,28,14.0,78.0,99.238,2.94,0.37,white
7.5,0.3,0.21,6.55,26,33.0,143.0,99.244,2.92,0.35,white
7.2,0.26,0.24,7.0,23,19.0,130.0,99.176,3.14,0.49,white
6.3,0.32,0.32,1.5,37,12.0,76.0,98.993,3.3,0.46,white
7.7,0.24,0.3,1.4,41,15.0,102.0,9.929,3.26,0.53,white
7.4,0.25,0.28,7.25,28,14.0,78.0,99.238,2.94,0.37,white
7.0,0.24,0.35,1.0,32,42.0,104.0,98.988,3.16,0.37,white
5.8,0.28,0.28,4.2,44,52.0,158.0,992,3.35,0.44,white
6.8,0.19,0.71,17.5,42,21.0,114.0,99.784,2.85,0.5,white
6.8,0.19,0.71,17.5,42,21.0,114.0,99.784,2.85,0.5,white
6.8,0.19,0.71,17.5,42,21.0,114.0,99.784,2.85,0.5,white
6.6,0.19,0.35,1.5,37,37.0,107.0,99.006,3.18,0.68,white
6.4,0.28,0.36,1.3,53,28.0,186.0,99.211,3.31,0.45,white
5.6,0.28,0.27,3.9,43,52.0,158.0,99.202,3.35,0.44,white
5.6,0.28,0.28,4.2,44,52.0,158.0,992,3.35,0.44,white
6.8,0.19,0.32,7.6,49,37.0,107.0,99.332,3.12,0.44,white
7.2,0.16,0.29,1.0,31,40.0,123.0,98.958,3.12,0.4,white
